"Periodo,""1.Dow Jones, EE.UU."",""2.Nasdaq, EE.UU."",""3.FTSE100, Reino Unido"",""4.Nikkei, Japón"",""5.CAC40, Francia"",""6.DAX, Alemania"",""7.KOSPI, Corea del Sur."",""8.CSI 300, China."",""9.FTSE Bursa Malaysia KLCI, Malasia."",""10.WIG, Polonia."",""11.MOEX Rusia, Rusia."",""12.Bangkok SET, Tailandia."",""13.TWSE, Taiwán, Provincia de China."",""14.BIST, Turquía."",""15.MERVAL, Argentina."",""16.IBOVESPA, Brasil."",""17.COLCAP, Colombia."",""18.S&P/BMV IPC , México."",""19.IGBVL, Perú."""
"27.Apr.2016,""18,041.55"",""4,863.14"",""6,319.91"",""17,290.49"",""4,559.40"",""10,299.83"",""2,015.40"",""3,165.92"",""1,692.34"",""47,513.91"",""1,934.77"",""1,411.84"",""8,563.05"",""853.74"",""13,742.16"",""54,477.80"",""1,361.98"",""45,941.52"",""13,442.89"""
"28.Apr.2016,""17,830.76"",""4,805.29"",""6,322.40"",""16,666.05"",""4,557.36"",""10,321.15"",""2,000.93"",""3,160.58"",""1,674.76"",""47,643.70"",""1,969.89"",""1,399.91"",""8,473.87"",""854.78"",""13,739.31"",""54,312.00"",""1,362.02"",""45,528.93"",""13,509.80"""
"29.Apr.2016,""17,773.64"",""4,775.36"",""6,241.89"","""",""4,428.96"",""10,038.97"",""1,994.15"",""3,156.75"",""1,672.72"",""47,641.99"",""1,953.05"",""1,404.61"",""8,377.90"",""853.28"",""13,724.07"",""53,910.50"",""1,342.42"",""45,784.77"",""13,702.47"""
"02.May.2016,""17,891.16"",""4,817.59"","""",""16,147.38"",""4,442.75"",""10,123.27"",""1,978.15"","""","""",""47,720.21"","""","""","""",""838.30"",""13,549.01"",""53,561.50"",""1,342.50"",""45,707.87"",""13,746.00"""
"03.May.2016,""17,750.91"",""4,763.22"",""6,185.59"","""",""4,371.98"",""9,926.77"",""1,986.41"",""3,213.54"",""1,651.44"","""","""",""1,397.87"",""8,294.12"",""810.70"",""13,166.20"",""52,260.20"",""1,320.18"",""45,647.82"",""13,545.06"""
"04.May.2016,""17,651.26"",""4,725.64"",""6,112.02"","""",""4,324.23"",""9,828.25"",""1,976.71"",""3,209.46"",""1,657.58"",""47,020.92"",""1,925.58"",""1,390.70"",""8,185.47"",""793.83"",""13,220.12"",""52,552.80"",""1,311.83"",""45,349.00"",""13,267.07"""
"05.May.2016,""17,660.71"",""4,717.09"",""6,117.25"","""",""4,319.46"",""9,851.86"","""",""3,213.92"",""1,645.09"",""46,430.16"",""1,906.48"","""",""8,167.96"",""786.99"",""13,348.13"",""51,671.00"",""1,291.14"",""45,147.97"",""13,262.23"""
"06.May.2016,""17,740.63"",""4,736.16"",""6,125.70"",""16,106.72"",""4,301.24"",""9,869.95"","""",""3,130.35"",""1,649.36"",""46,663.67"",""1,901.56"","""",""8,146.43"",""783.68"",""13,453.91"",""51,717.80"",""1,293.03"",""45,209.85"",""13,332.01"""
"09.May.2016,""17,705.91"",""4,750.21"",""6,114.81"",""16,216.03"",""4,322.81"",""9,980.49"",""1,967.81"",""3,065.62"",""1,632.19"",""46,628.94"","""",""1,394.14"",""8,131.83"",""790.62"",""13,270.26"",""50,990.10"","""",""45,250.34"",""13,143.60"""
"10.May.2016,""17,928.35"",""4,809.88"",""6,156.65"",""16,565.19"",""4,338.21"",""10,045.44"",""1,982.50"",""3,069.11"",""1,635.84"",""46,178.72"",""1,885.34"",""1,390.13"",""8,156.29"",""788.02"",""13,456.54"",""53,070.90"",""1,328.60"",""45,676.41"",""13,451.77"""
"11.May.2016,""17,711.12"",""4,760.69"",""6,162.49"",""16,579.01"",""4,316.67"",""9,975.32"",""1,980.10"",""3,082.81"",""1,644.58"",""46,053.07"",""1,909.05"",""1,382.41"",""8,135.56"",""790.28"",""13,536.91"",""52,764.50"",""1,336.35"",""45,506.87"",""13,549.48"""
"12.May.2016,""17,720.50"",""4,737.33"",""6,104.19"",""16,646.34"",""4,293.27"",""9,862.12"",""1,977.49"",""3,090.14"",""1,648.98"",""46,022.02"",""1,901.90"",""1,399.31"",""8,108.05"",""783.04"",""13,370.64"",""53,241.30"",""1,351.39"",""45,685.82"",""13,523.95"""
"13.May.2016,""17,535.32"",""4,717.68"",""6,138.50"",""16,412.21"",""4,319.99"",""9,952.90"",""1,966.99"",""3,074.94"",""1,628.26"",""46,063.67"",""1,907.19"",""1,394.69"",""8,053.69"",""778.08"",""13,121.56"",""51,804.30"",""1,350.36"",""45,402.47"",""13,641.98"""
"16.May.2016,""17,710.71"",""4,775.46"",""6,151.40"",""16,466.40"",""4,312.28"","""",""1,967.91"",""3,095.31"",""1,621.21"",""46,825.77"",""1,915.33"",""1,397.63"",""8,067.60"",""770.00"",""13,202.58"",""51,802.90"",""1,357.57"",""45,843.14"",""13,762.60"""
"17.May.2016,""17,529.98"",""4,715.73"",""6,167.77"",""16,652.80"",""4,297.57"",""9,890.19"",""1,968.06"",""3,086.02"",""1,633.39"",""46,711.75"",""1,909.00"",""1,406.57"",""8,140.48"",""772.77"",""13,028.43"",""50,839.40"",""1,343.88"",""45,872.18"",""13,723.54"""
"18.May.2016,""17,526.62"",""4,739.12"",""6,165.80"",""16,644.69"",""4,319.30"",""9,943.23"",""1,956.73"",""3,068.04"",""1,635.72"",""46,609.83"",""1,917.24"",""1,400.50"",""8,159.68"",""772.44"",""12,829.93"",""50,561.70"",""1,327.74"",""45,551.20"",""13,565.86"""
"19.May.2016,""17,435.40"",""4,712.53"",""6,053.35"",""16,646.66"",""4,282.54"",""9,795.89"",""1,946.78"",""3,062.50"",""1,633.76"",""45,751.68"",""1,891.52"",""1,385.86"",""8,095.98"","""",""12,626.30"",""50,132.50"",""1,323.21"",""45,051.27"",""13,416.54"""
"20.May.2016,""17,500.94"",""4,769.56"",""6,156.32"",""16,736.35"",""4,353.90"",""9,916.02"",""1,947.67"",""3,078.22"",""1,628.79"",""45,784.76"",""1,891.33"","""",""8,131.26"",""763.58"",""12,656.28"",""49,722.70"",""1,322.44"",""45,155.91"",""13,418.13"""
"23.May.2016,""17,492.93"",""4,765.78"",""6,136.43"",""16,654.60"",""4,325.10"",""9,842.29"",""1,955.25"",""3,087.22"",""1,634.89"",""46,042.23"",""1,868.43"",""1,381.69"",""8,344.44"",""767.66"",""12,474.34"",""49,330.40"",""1,325.36"",""45,236.16"",""13,498.15"""
"24.May.2016,""17,706.05"",""4,861.06"",""6,219.26"",""16,498.76"",""4,431.52"",""10,057.31"",""1,937.68"",""3,063.56"",""1,625.84"",""46,275.18"",""1,884.12"",""1,384.26"",""8,300.66"",""794.35"",""12,381.50"",""49,345.20"",""1,319.44"",""45,497.46"",""13,439.24"""
"25.May.2016,""17,851.51"",""4,894.89"",""6,262.85"",""16,757.35"",""4,481.64"",""10,205.21"",""1,960.51"",""3,059.23"",""1,630.96"",""46,695.37"",""1,898.75"",""1,397.63"",""8,396.20"",""786.09"","""",""49,482.90"",""1,306.65"",""45,710.94"",""13,491.75"""
"26.May.2016,""17,828.29"",""4,901.77"",""6,265.65"",""16,772.46"",""4,512.64"",""10,272.71"",""1,957.06"",""3,064.21"",""1,631.09"","""",""1,914.31"",""1,401.64"",""8,394.12"",""780.36"",""12,713.75"","""",""1,302.13"",""46,039.69"",""13,581.26"""
"27.May.2016,""17,873.22"",""4,933.51"",""6,270.79"",""16,834.84"",""4,514.74"",""10,286.31"",""1,969.17"",""3,062.50"",""1,637.19"",""46,634.55"",""1,927.58"",""1,412.67"",""8,463.61"",""780.29"",""12,727.46"",""49,051.50"",""1,302.36"",""46,124.15"",""13,552.61"""
"30.May.2016,"""","""","""",""17,068.02"",""4,529.40"",""10,333.23"",""1,967.13"",""3,066.71"",""1,629.87"",""46,572.23"",""1,935.54"",""1,424.12"",""8,535.87"",""785.35"",""12,748.32"",""48,964.30"","""",""46,017.21"",""13,605.08"""
"31.May.2016,""17,787.20"",""4,948.06"",""6,230.79"",""17,234.98"",""4,505.62"",""10,262.74"",""1,983.40"",""3,169.56"",""1,626.00"",""45,844.15"",""1,899.01"",""1,424.28"",""8,535.59"",""778.03"",""12,681.74"",""48,471.70"",""1,292.51"",""45,459.45"",""13,535.97"""
"01.Jun.2016,""17,789.67"",""4,952.25"",""6,191.93"",""16,955.73"",""4,475.39"",""10,204.44"",""1,982.72"",""3,160.55"",""1,626.50"",""44,700.67"",""1,893.18"",""1,415.76"",""8,597.16"",""770.35"",""12,626.03"",""49,012.70"",""1,301.18"",""45,557.61"",""13,555.76"""
"02.Jun.2016,""17,838.56"",""4,971.36"",""6,185.61"",""16,562.55"",""4,466.00"",""10,208.00"",""1,985.11"",""3,167.10"",""1,630.53"",""44,772.72"",""1,890.78"",""1,424.06"",""8,556.02"",""762.72"",""12,717.90"",""49,887.20"",""1,303.00"",""45,508.31"",""13,660.16"""
"03.Jun.2016,""17,807.06"",""4,942.52"",""6,209.63"",""16,642.23"",""4,421.78"",""10,103.26"",""1,985.84"",""3,189.33"",""1,636.46"",""45,523.93"",""1,886.84"",""1,436.43"",""8,587.36"",""781.39"",""12,791.08"",""50,619.50"",""1,307.83"",""45,928.23"",""13,949.10"""
"06.Jun.2016,""17,920.33"",""4,968.71"",""6,273.40"",""16,580.03"",""4,423.38"",""10,121.08"","""",""3,178.79"",""1,648.99"",""45,582.80"",""1,915.54"",""1,443.42"",""8,597.11"",""785.93"",""12,852.29"",""50,431.80"","""",""45,857.73"",""13,949.14"""
"07.Jun.2016,""17,938.28"",""4,961.75"",""6,284.53"",""16,675.45"",""4,475.86"",""10,287.68"",""2,011.63"",""3,177.05"",""1,660.62"",""46,365.69"",""1,951.26"",""1,442.42"",""8,679.90"",""781.58"",""13,269.05"",""50,487.90"",""1,315.86"",""46,124.63"",""13,901.01"""
"08.Jun.2016,""18,005.05"",""4,974.64"",""6,301.52"",""16,830.92"",""4,448.73"",""10,217.03"",""2,027.08"",""3,163.99"",""1,657.85"",""46,551.54"",""1,951.55"",""1,445.54"",""8,715.48"",""788.33"",""13,624.89"",""51,629.30"",""1,333.46"",""46,263.84"",""13,910.37"""
"09.Jun.2016,""17,985.19"",""4,958.62"",""6,231.89"",""16,668.41"",""4,405.61"",""10,088.87"",""2,024.17"","""",""1,650.51"",""45,940.12"",""1,934.92"",""1,435.65"","""",""777.12"",""13,528.37"",""51,118.50"",""1,333.48"",""45,662.71"",""13,980.63"""
"10.Jun.2016,""17,865.34"",""4,894.55"",""6,115.76"",""16,601.36"",""4,306.72"",""9,834.62"",""2,017.63"","""",""1,641.22"",""45,348.20"",""1,903.61"",""1,429.21"","""",""768.87"",""13,324.43"",""49,422.20"",""1,320.48"",""45,177.50"",""13,775.92"""
"13.Jun.2016,""17,732.48"",""4,848.44"",""6,044.97"",""16,019.18"",""4,227.02"",""9,657.44"",""1,979.06"",""3,066.34"",""1,629.77"",""45,117.85"","""",""1,421.86"",""8,536.22"",""765.34"",""13,174.17"",""49,660.80"",""1,315.23"",""44,930.25"",""13,621.64"""
"14.Jun.2016,""17,674.82"",""4,843.55"",""5,923.53"",""15,859.00"",""4,130.33"",""9,519.20"",""1,972.03"",""3,075.98"",""1,626.11"",""44,729.08"",""1,885.92"",""1,428.10"",""8,576.12"",""757.60"",""13,038.32"",""48,648.30"",""1,303.33"",""44,570.59"",""13,443.46"""
"15.Jun.2016,""17,640.17"",""4,834.93"",""5,966.80"",""15,919.58"",""4,171.58"",""9,606.71"",""1,968.83"",""3,116.37"",""1,627.96"",""44,916.52"",""1,889.75"",""1,434.89"",""8,606.37"",""762.37"",""13,116.16"",""48,914.70"",""1,303.83"",""45,011.22"",""13,695.79"""
"16.Jun.2016,""17,733.10"",""4,844.92"",""5,950.48"",""15,434.14"",""4,153.01"",""9,550.47"",""1,951.99"",""3,094.67"",""1,614.90"",""44,007.81"",""1,869.78"",""1,411.19"",""8,494.14"",""746.72"",""13,073.38"",""49,411.60"",""1,307.77"",""45,225.40"",""13,626.08"""
"17.Jun.2016,""17,675.16"",""4,800.34"",""6,021.09"",""15,599.66"",""4,193.83"",""9,631.36"",""1,953.40"",""3,110.36"",""1,624.18"",""44,606.86"",""1,877.07"",""1,421.32"",""8,568.08"",""754.31"","""",""49,533.80"",""1,308.41"",""45,306.22"",""13,644.84"""
"20.Jun.2016,""17,804.87"",""4,837.21"",""6,204.00"",""15,965.30"",""4,340.76"",""9,962.02"",""1,981.12"",""3,112.67"",""1,634.23"",""45,344.03"",""1,902.70"",""1,421.99"",""8,625.92"",""775.23"","""",""50,329.40"",""1,316.20"",""45,779.66"",""13,645.00"""
"21.Jun.2016,""17,829.73"",""4,843.76"",""6,226.55"",""16,169.11"",""4,367.24"",""10,015.54"",""1,982.70"",""3,106.32"",""1,637.69"",""45,782.01"",""1,904.02"",""1,430.80"",""8,684.85"",""775.31"",""13,681.29"",""50,837.80"",""1,323.65"",""45,705.42"",""13,636.01"""
"22.Jun.2016,""17,780.83"",""4,833.32"",""6,261.19"",""16,065.72"",""4,380.03"",""10,071.06"",""1,992.58"",""3,133.96"","""",""46,196.74"",""1,896.70"",""1,424.68"",""8,716.25"",""772.67"",""13,742.29"",""50,156.30"",""1,326.25"",""45,806.16"",""13,616.49"""
"23.Jun.2016,""18,011.07"",""4,910.04"",""6,338.10"",""16,238.35"",""4,465.90"",""10,257.03"",""1,986.71"",""3,117.32"",""1,639.98"",""46,826.85"",""1,919.27"",""1,436.40"",""8,676.68"",""779.90"",""14,242.85"",""51,559.80"",""1,329.58"",""46,145.92"",""13,771.85"""
"24.Jun.2016,""17,400.75"",""4,707.98"",""6,138.69"",""14,952.02"",""4,106.73"",""9,557.16"",""1,925.24"",""3,077.16"",""1,634.05"",""44,773.75"",""1,884.41"",""1,413.19"",""8,476.99"",""753.66"",""13,924.54"",""50,105.30"",""1,317.71"",""44,885.82"",""13,487.69"""
"27.Jun.2016,""17,140.24"",""4,594.44"",""5,982.20"",""15,309.21"",""3,984.72"",""9,268.66"",""1,926.85"",""3,120.54"",""1,629.52"",""44,045.53"",""1,841.73"",""1,424.31"",""8,458.87"",""751.61"",""13,773.94"",""49,245.50"",""1,302.39"",""44,282.03"",""13,395.20"""
"28.Jun.2016,""17,409.72"",""4,691.87"",""6,140.39"",""15,323.14"",""4,088.85"",""9,447.28"",""1,936.22"",""3,136.40"",""1,634.04"",""44,613.59"",""1,857.23"",""1,437.42"",""8,505.51"",""769.29"",""14,141.52"",""50,006.60"",""1,303.28"",""44,714.54"",""13,533.99"""
"29.Jun.2016,""17,694.68"",""4,779.25"",""6,360.06"",""15,566.83"",""4,195.32"",""9,612.27"",""1,956.36"",""3,151.39"",""1,642.21"",""44,807.16"",""1,888.15"",""1,442.66"",""8,586.56"",""767.12"",""14,608.29"",""51,001.90"",""1,311.52"",""45,466.37"","""""
"30.Jun.2016,""17,929.99"",""4,842.67"",""6,504.33"",""15,575.92"",""4,237.48"",""9,680.09"",""1,970.35"",""3,153.92"",""1,654.08"",""44,748.53"",""1,891.09"",""1,444.99"",""8,666.58"",""768.17"",""14,683.49"",""51,526.90"",""1,313.18"",""45,966.49"",""13,856.90"""
"01.Jul.2016,""17,949.37"",""4,862.57"",""6,577.83"",""15,682.48"",""4,273.96"",""9,776.12"",""1,987.32"",""3,154.20"",""1,646.22"",""44,754.05"",""1,896.62"","""",""8,738.24"",""779.52"",""15,111.69"",""52,233.00"",""1,312.98"",""46,213.27"",""13,968.39"""
"04.Jul.2016,"""","""",""6,522.26"",""15,775.80"",""4,234.86"",""9,709.09"",""1,995.30"",""3,204.70"",""1,654.84"",""44,294.15"",""1,907.48"",""1,454.56"",""8,760.58"",""783.88"",""15,229.31"",""52,568.70"","""",""46,201.33"",""14,034.84"""
"05.Jul.2016,""17,840.62"",""4,822.90"",""6,545.37"",""15,669.33"",""4,163.42"",""9,532.61"",""1,989.85"",""3,207.38"",""1,650.71"",""44,118.09"",""1,895.64"",""1,450.07"",""8,716.07"","""",""14,806.78"",""51,842.30"",""1,303.46"",""45,819.60"",""13,790.50"""
"06.Jul.2016,""17,918.62"",""4,859.16"",""6,463.59"",""15,378.99"",""4,085.30"",""9,373.26"",""1,953.12"",""3,216.80"","""",""43,549.58"",""1,879.42"",""1,452.59"",""8,575.75"","""",""14,691.12"",""51,901.80"",""1,310.00"",""45,304.75"",""13,808.90"""
"07.Jul.2016,""17,895.88"",""4,876.81"",""6,533.79"",""15,276.24"",""4,117.85"",""9,418.78"",""1,974.08"",""3,209.95"","""",""44,077.16"",""1,882.41"",""1,456.72"",""8,640.91"","""",""14,689.61"",""52,014.70"",""1,301.76"",""45,394.37"",""13,775.73"""
"08.Jul.2016,""18,146.74"",""4,956.76"",""6,590.64"",""15,106.98"",""4,190.68"",""9,629.66"",""1,963.10"",""3,192.28"",""1,644.54"",""44,024.66"",""1,894.35"",""1,455.65"","""",""780.19"","""",""53,140.70"",""1,297.64"",""45,744.29"",""14,052.08"""
"11.Jul.2016,""18,226.93"",""4,988.64"",""6,682.86"",""15,708.82"",""4,264.53"",""9,833.41"",""1,988.54"",""3,203.33"",""1,653.87"",""44,875.62"",""1,913.12"",""1,468.39"",""8,786.47"",""792.35"",""14,977.30"",""53,960.10"",""1,306.76"",""46,177.61"",""14,149.25"""
"12.Jul.2016,""18,347.67"",""5,022.82"",""6,680.69"",""16,095.65"",""4,331.38"",""9,964.07"",""1,991.23"",""3,273.18"",""1,653.97"",""45,140.51"",""1,938.36"",""1,474.92"",""8,841.46"",""811.42"",""15,100.58"",""54,256.40"",""1,320.30"",""46,432.70"",""14,227.54"""
"13.Jul.2016,""18,372.12"",""5,005.73"",""6,670.40"",""16,231.43"",""4,335.26"",""9,930.71"",""2,005.55"",""3,282.87"",""1,660.39"",""45,017.78"",""1,935.88"",""1,477.61"",""8,857.75"",""813.22"",""15,145.15"",""54,598.30"",""1,325.79"",""46,271.97"",""14,308.27"""
"14.Jul.2016,""18,506.41"",""5,034.06"",""6,654.47"",""16,385.89"",""4,385.52"",""10,068.30"",""2,008.77"",""3,276.76"",""1,654.78"",""45,246.26"",""1,942.46"",""1,488.69"",""8,866.36"",""825.90"",""15,469.65"",""55,480.90"",""1,332.85"",""46,498.51"",""14,454.68"""
"15.Jul.2016,""18,516.55"",""5,029.59"",""6,669.24"",""16,497.85"",""4,372.51"",""10,066.90"",""2,017.26"",""3,276.28"",""1,668.40"",""45,540.60"",""1,940.85"",""1,492.00"",""8,949.85"",""828.25"",""15,643.26"",""55,578.20"",""1,339.60"",""46,713.43"",""14,412.62"""
"18.Jul.2016,""18,533.05"",""5,055.78"",""6,695.42"","""",""4,357.74"",""10,063.13"",""2,021.11"",""3,262.02"",""1,670.84"",""46,118.19"",""1,936.07"","""",""9,008.21"",""769.58"",""15,999.10"",""56,484.20"",""1,339.00"",""46,961.25"",""14,543.67"""
"19.Jul.2016,""18,559.01"",""5,036.37"",""6,697.37"",""16,723.31"",""4,330.13"",""9,981.24"",""2,016.89"",""3,248.23"",""1,670.55"",""46,251.65"",""1,915.89"","""",""9,034.87"",""761.78"",""15,832.55"",""56,698.10"",""1,337.80"",""47,060.57"",""14,567.22"""
"20.Jul.2016,""18,595.03"",""5,089.93"",""6,728.99"",""16,681.89"",""4,379.76"",""10,142.01"",""2,015.46"",""3,237.61"",""1,669.61"",""46,504.82"",""1,915.09"",""1,510.03"",""9,007.68"",""749.03"",""15,931.79"",""56,578.00"","""",""47,505.25"",""14,578.84"""
"21.Jul.2016,""18,517.23"",""5,073.90"",""6,699.89"",""16,810.22"",""4,376.25"",""10,156.21"",""2,012.22"",""3,252.52"",""1,657.54"",""46,639.17"",""1,927.70"",""1,502.70"",""9,056.56"",""715.95"",""15,778.51"",""56,641.50"",""1,328.61"",""47,364.81"",""14,777.64"""
"22.Jul.2016,""18,570.85"",""5,100.16"",""6,730.48"",""16,627.25"",""4,381.10"",""10,147.46"",""2,010.34"",""3,225.16"",""1,657.42"",""46,541.69"",""1,926.90"",""1,509.13"",""9,013.14"",""717.38"",""15,846.54"",""57,002.10"",""1,332.85"",""47,537.28"",""14,762.87"""
"25.Jul.2016,""18,493.06"",""5,097.63"",""6,710.13"",""16,620.29"",""4,388.00"",""10,198.24"",""2,012.32"",""3,230.89"",""1,668.26"",""47,026.01"",""1,931.78"",""1,512.66"",""8,991.67"",""741.74"",""15,712.61"",""56,872.70"",""1,323.41"",""47,130.41"",""14,765.31"""
"26.Jul.2016,""18,473.75"",""5,110.05"",""6,724.03"",""16,383.04"",""4,394.77"",""10,247.76"",""2,027.34"",""3,269.59"",""1,661.42"",""46,905.60"",""1,938.52"",""1,504.81"",""9,024.79"",""736.89"",""15,757.70"",""56,782.80"",""1,315.69"",""46,927.00"",""14,904.21"""
"27.Jul.2016,""18,472.17"",""5,139.81"",""6,750.43"",""16,664.82"",""4,446.96"",""10,319.55"",""2,025.05"",""3,218.24"",""1,663.56"",""46,803.82"",""1,938.65"",""1,515.40"",""9,063.39"",""750.76"",""15,698.69"",""56,852.80"",""1,321.65"",""46,812.07"",""15,210.97"""
"28.Jul.2016,""18,456.35"",""5,154.98"",""6,721.06"",""16,476.84"",""4,420.58"",""10,274.93"",""2,021.10"",""3,221.14"",""1,658.50"",""46,718.98"",""1,954.45"",""1,524.58"",""9,076.64"",""752.44"",""15,455.14"",""56,667.10"",""1,317.44"",""46,833.87"","""""
"29.Jul.2016,""18,432.24"",""5,162.13"",""6,724.43"",""16,569.27"",""4,439.81"",""10,337.50"",""2,016.19"",""3,203.93"",""1,653.26"",""46,171.72"",""1,944.62"",""1,524.07"",""8,984.41"",""754.06"",""15,803.50"",""57,308.20"",""1,308.22"",""46,660.67"","""""
"01.Aug.2016,""18,404.51"",""5,184.20"",""6,693.95"",""16,635.77"",""4,409.17"",""10,330.52"",""2,029.61"",""3,176.81"",""1,665.23"",""46,221.38"",""1,947.36"",""1,512.62"",""9,080.71"",""767.12"",""15,442.47"",""56,755.80"",""1,306.02"",""46,807.24"",""15,367.32"""
"02.Aug.2016,""18,313.77"",""5,137.73"",""6,645.40"",""16,391.45"",""4,327.99"",""10,144.34"",""2,019.03"",""3,189.05"",""1,660.23"",""47,031.70"",""1,912.69"",""1,497.51"",""9,068.76"",""758.04"",""15,061.64"",""56,162.40"",""1,303.35"",""46,558.36"",""15,333.18"""
"03.Aug.2016,""18,355.00"",""5,159.74"",""6,634.40"",""16,083.11"",""4,321.08"",""10,170.21"",""1,994.79"",""3,193.51"",""1,648.50"",""46,762.24"",""1,919.15"",""1,507.47"",""9,001.71"",""745.52"",""15,429.76"",""57,076.90"",""1,304.62"",""46,844.53"",""15,404.77"""
"04.Aug.2016,""18,352.05"",""5,166.25"",""6,740.16"",""16,254.89"",""4,345.63"",""10,227.86"",""2,000.03"",""3,201.29"",""1,655.29"",""47,407.09"",""1,944.94"",""1,507.93"",""9,024.71"",""761.26"",""15,559.55"",""57,593.90"",""1,307.59"",""46,941.46"",""15,455.28"""
"05.Aug.2016,""18,543.53"",""5,221.12"",""6,793.47"",""16,254.45"",""4,410.55"",""10,367.21"",""2,017.94"",""3,205.11"",""1,664.04"",""47,604.22"",""1,944.31"",""1,518.69"",""9,092.12"",""760.66"",""15,394.31"",""57,661.10"",""1,309.48"",""47,194.15"",""15,395.35"""
"08.Aug.2016,""18,529.29"",""5,213.14"",""6,809.13"",""16,650.57"",""4,415.46"",""10,432.36"",""2,031.12"",""3,234.18"",""1,672.68"",""47,910.99"",""1,956.99"",""1,542.26"",""9,150.26"",""777.79"",""15,372.77"",""57,635.40"",""1,314.34"",""47,368.65"",""15,301.49"""
"09.Aug.2016,""18,533.05"",""5,225.48"",""6,851.30"",""16,764.97"",""4,468.07"",""10,692.90"",""2,043.78"",""3,256.98"",""1,671.71"",""48,260.19"",""1,956.42"",""1,548.21"",""9,155.08"",""785.25"",""15,454.94"",""57,689.40"",""1,323.93"",""47,630.37"",""15,233.49"""
"10.Aug.2016,""18,495.66"",""5,204.58"",""6,866.42"",""16,735.12"",""4,452.01"",""10,650.89"",""2,044.64"",""3,243.34"",""1,673.03"",""48,400.99"",""1,942.67"",""1,548.13"",""9,200.42"",""779.56"",""15,346.41"",""56,919.80"",""1,322.33"",""47,797.70"",""15,376.11"""
"11.Aug.2016,""18,613.52"",""5,228.40"",""6,914.71"","""",""4,503.95"",""10,742.84"",""2,048.80"",""3,233.36"",""1,678.80"",""48,675.96"",""1,952.18"",""1,552.64"",""9,131.83"",""790.34"",""15,313.85"",""58,299.60"",""1,327.89"",""48,341.95"",""15,442.22"""
"12.Aug.2016,""18,576.47"",""5,232.90"",""6,916.02"",""16,919.92"",""4,500.19"",""10,713.43"",""2,050.47"",""3,294.23"",""1,684.15"",""48,631.44"",""1,967.18"","""",""9,150.39"",""782.29"",""15,165.61"",""58,298.40"",""1,323.66"",""48,363.89"",""15,373.68"""
"15.Aug.2016,""18,636.05"",""5,262.02"",""6,941.19"",""16,869.56"",""4,497.86"",""10,739.21"","""",""3,393.42"",""1,690.33"","""",""1,977.28"",""1,549.11"",""9,148.51"",""784.73"","""",""59,146.00"","""",""48,694.90"",""15,434.25"""
"16.Aug.2016,""18,552.02"",""5,227.11"",""6,893.92"",""16,596.51"",""4,460.44"",""10,676.65"",""2,047.76"",""3,378.25"",""1,699.89"",""48,463.51"",""1,975.80"",""1,537.52"",""9,110.36"",""777.07"",""15,230.81"",""58,855.40"",""1,342.69"",""48,351.96"",""15,386.44"""
"17.Aug.2016,""18,573.94"",""5,228.66"",""6,859.15"",""16,745.64"",""4,417.68"",""10,537.67"",""2,043.75"",""3,373.05"",""1,694.32"",""48,006.75"",""1,969.19"",""1,531.63"",""9,117.70"",""781.48"",""15,402.30"",""59,323.80"",""1,348.89"",""48,258.93"",""15,376.22"""
"18.Aug.2016,""18,597.70"",""5,240.15"",""6,868.96"",""16,486.01"",""4,437.06"",""10,603.03"",""2,055.47"",""3,364.49"",""1,694.87"",""47,967.07"",""1,970.07"",""1,547.01"",""9,122.50"",""779.71"",""15,564.64"",""59,166.00"",""1,348.01"",""48,437.10"",""15,528.94"""
"19.Aug.2016,""18,552.57"",""5,238.38"",""6,858.95"",""16,545.82"",""4,400.52"",""10,544.36"",""2,056.24"",""3,365.02"",""1,687.68"",""47,536.72"",""1,959.72"",""1,538.76"",""9,034.27"",""781.46"",""15,598.22"",""59,098.90"",""1,349.79"",""48,297.46"",""15,590.30"""
"22.Aug.2016,""18,529.42"",""5,244.60"",""6,828.54"",""16,598.19"",""4,389.94"",""10,494.35"",""2,042.16"",""3,336.79"",""1,691.07"",""47,619.49"",""1,979.09"",""1,539.24"",""8,981.81"",""779.53"",""15,497.15"",""57,781.20"",""1,349.21"",""48,293.46"",""15,555.94"""
"23.Aug.2016,""18,547.30"",""5,260.08"",""6,868.51"",""16,497.36"",""4,421.45"",""10,592.88"",""2,049.93"",""3,341.83"",""1,683.07"",""47,524.92"",""1,989.51"",""1,540.06"",""9,030.93"",""773.34"",""15,832.48"",""58,020.00"",""1,358.62"",""47,666.02"",""15,538.41"""
"24.Aug.2016,""18,481.48"",""5,217.70"",""6,835.78"",""16,597.30"",""4,435.47"",""10,622.97"",""2,043.76"",""3,329.86"",""1,682.06"",""47,478.83"",""1,983.59"",""1,547.55"",""9,017.38"",""761.16"",""15,815.12"",""57,717.90"",""1,369.65"",""47,743.61"",""15,308.46"""
"25.Aug.2016,""18,448.41"",""5,212.20"",""6,816.90"",""16,555.95"",""4,406.61"",""10,529.59"",""2,042.92"",""3,308.97"",""1,680.30"",""47,464.07"",""1,985.56"",""1,544.10"",""9,115.47"",""767.90"",""15,900.77"",""57,722.10"",""1,370.82"",""47,734.20"",""15,271.67"""
